user_id,recipe_id,rating,timestamp
566,304,5.0,1761508553
43,632,4.5,1787397004
41,1841,4.5,1764281189
699,512,3.5,1769099676
799,1147,5.0,1778058135
768,317,4.0,1786243544
167,2000,4.0,1786807611
423,51,4.0,1781947193
341,1603,5.0,1784150735
686,1770,4.0,1766184705
164,1613,3.5,1770068161
40,1759,5.0,1764695828
205,1673,5.0,1768964780
313,1681,4.0,1764712264
25,1352,4.0,1770602490
337,571,3.5,1783180727
286,720,5.0,1780033035
550,679,3.0,1761102417
268,366,4.5,1758515889
112,1222,5.0,1768831525
747,1611,4.5,1771875139
621,1048,3.5,1770157204
591,390,4.5,1758721555
726,894,3.0,1774677822
552,1407,4.0,1769453435
442,144,4.5,1778141816
322,1359,3.5,1781383136
308,1039,4.5,1779609403
419,669,5.0,1780626623
303,1136,4.0,1763669276
431,1362,5.0,1779959209
767,1849,4.0,1777885444
583,617,5.0,1775617912
1,623,4.5,1764284751
441,1610,4.5,1772834605
453,906,4.0,1774384344
485,1626,4.0,1779339553
87,582,4.5,1760365745
770,482,4.5,1764769880
204,302,3.0,1758782866
251,974,3.5,1772513421
425,1815,4.0,1781335880
714,787,5.0,1770642315
250,303,3.0,1787184884
769,1763,3.5,1783351645
436,449,4.0,1784213640
713,1061,5.0,1758917240
571,511,3.5,1772548508
137,1642,5.0,1779632382
544,1145,4.5,1782574176
454,1255,5.0,1785101467
562,914,4.0,1782185126
487,922,4.5,1782457634
254,1721,4.5,1782928634
797,1068,5.0,1778262378
245,563,5.0,1759832100
731,586,4.0,1766349437
344,655,3.5,1761875254
155,474,5.0,1780517282
157,1447,4.0,1759387353
425,835,4.5,1775439199
478,852,3.0,1764172401
431,798,3.0,1785979347
784,1180,5.0,1773236975
7,1931,4.5,1767251968
772,799,5.0,1775291876
766,1505,4.0,1773614453
225,559,5.0,1773527632
30,797,4.5,1779675865
696,1635,5.0,1781531685
170,1722,5.0,1788086887
131,1275,3.0,1787663673
404,1213,3.0,1760049000
659,878,4.0,1786318895
473,373,3.0,1765961588
389,671,4.0,1772489368
335,692,5.0,1766568933
771,1949,5.0,1765697018
84,964,3.0,1782365274
553,107,4.5,1764755838
666,141,3.0,1782540057
32,1945,4.0,1763921625
21,1273,4.0,1765236431
130,970,3.5,1776155869
224,953,4.5,1782965021
378,344,3.5,1783330555
168,1976,4.5,1760859383
593,53,4.5,1776552723
694,1860,5.0,1770541705
733,407,3.5,1777099698
708,1702,4.0,1760651431
714,1583,4.5,1785763297
701,1230,3.5,1783949142
580,1603,3.0,1768882416
546,878,4.5,1759545995
519,1327,4.5,1757656726
431,1685,5.0,1760773487
444,1968,4.5,1778558888
471,1449,4.0,1771844714
181,1503,4.5,1777898780
552,1587,5.0,1772830766
447,1692,4.5,1768046938
252,1702,3.5,1766591469
462,500,5.0,1776353172
625,1369,5.0,1768519788
30,1013,4.5,1763333724
500,435,4.5,1784003002
265,698,4.5,1786770827
611,1437,4.5,1775881443
11,1059,4.0,1760104885
248,1475,5.0,1773626143
569,1553,4.0,1780405195
488,1323,5.0,1772270433
18,191,4.5,1764667732
415,1417,4.0,1767506760
680,1192,4.5,1773112177
567,1088,4.5,1771509729
764,1128,4.5,1769036993
720,930,4.5,1767520751
258,473,3.5,1781434477
198,647,3.5,1782159143
549,1948,4.0,1763659239
222,1513,5.0,1766509978
742,1208,4.5,1760605287
199,607,4.0,1769341350
184,620,3.0,1780989349
547,260,4.5,1758759444
56,1134,4.5,1780633635
130,1307,5.0,1760674461
13,1176,4.5,1772982538
491,903,4.5,1763418409
53,518,5.0,1761060320
67,821,5.0,1759717976
591,1290,3.0,1762323304
153,1662,4.5,1760090387
255,243,5.0,1777576835
611,1620,4.0,1783260147
536,780,5.0,1787716539
454,609,5.0,1767479051
583,1272,3.0,1777688009
758,204,4.0,1778220992
217,542,3.5,1762502152
246,356,3.5,1762484554
3,837,5.0,1780363647
609,963,4.5,1758327402
238,591,4.5,1780820539
465,146,4.0,1788233501
271,1614,4.0,1771497487
118,1116,4.0,1778963206
153,1861,4.5,1784969330
146,147,3.0,1762799635
315,1219,4.5,1771967735
128,960,4.5,1780711357
413,1931,4.5,1774025250
553,1012,5.0,1759931371
613,82,5.0,1781879059
331,1237,4.5,1758100072
94,469,3.0,1782893291
689,1683,4.5,1776567831
42,1563,4.0,1773019578
532,1335,5.0,1787970493
285,372,5.0,1778532031
504,1985,3.5,1773003122
357,837,4.5,1768005118
687,215,4.0,1768298565
422,1421,5.0,1766903175
679,1936,5.0,1784530937
779,1127,3.0,1772493616
91,645,4.5,1768079459
119,1987,5.0,1786253774
527,1690,3.0,1779299611
556,947,5.0,1759050978
193,1062,4.5,1778124316
775,1021,5.0,1782733241
53,417,4.5,1775660944
135,1900,4.5,1771932927
716,993,3.5,1758200888
646,1247,4.0,1781048550
163,637,3.0,1775762673
418,191,4.0,1785465080
117,946,3.5,1778965721
158,1021,4.5,1774307102
723,560,5.0,1785240878
495,968,4.0,1772559401
565,297,5.0,1763628013
614,1041,4.0,1786224124
72,566,5.0,1768636511
520,548,3.0,1766722692
744,612,5.0,1786265518
153,915,5.0,1768812628
341,1131,5.0,1772511020
330,1781,4.0,1780636354
245,1172,5.0,1765069246
795,842,3.0,1767908416
763,969,5.0,1770186844
680,1623,4.0,1773852662
38,259,4.5,1786414491
103,1791,5.0,1760577960
539,1865,5.0,1757747170
740,296,5.0,1786455852
671,1987,4.0,1759743010
481,1601,4.5,1768592420
639,1419,5.0,1779037090
83,1745,4.5,1785832020
691,1760,5.0,1767857576
642,1472,5.0,1786504507
555,74,3.5,1765109773
647,1402,4.5,1764865363
765,186,5.0,1760535394
779,1298,3.5,1772119572
171,1422,4.5,1787546072
30,95,4.5,1783946332
58,601,4.5,1769809770
442,299,4.0,1775055175
422,1160,4.0,1762935895
180,162,5.0,1778026220
700,494,5.0,1787861650
598,294,4.0,1772705814
654,521,5.0,1765799533
683,20,5.0,1787471761
295,1388,4.0,1759710585
453,1936,4.5,1776947825
307,1309,5.0,1780395268
257,936,4.5,1763916804
394,1748,5.0,1760810880
243,782,4.5,1776519678
303,1433,4.5,1757968361
675,811,4.5,1757503913
580,1772,3.0,1787787425
621,1527,5.0,1785177627
294,1589,4.0,1777601912
361,449,4.0,1778065841
257,1389,4.0,1778312699
100,1851,3.0,1767598258
452,69,4.5,1781806107
135,185,4.5,1768195065
766,851,4.0,1763969746
136,1611,4.5,1775044640
514,1871,4.5,1785098228
169,527,5.0,1784293454
303,1529,4.5,1784217757
118,960,3.5,1761955212
773,1980,4.0,1786093720
693,1484,5.0,1785610666
571,750,3.5,1783763075
405,29,4.5,1775236570
127,932,4.5,1779808565
767,1377,4.5,1776846772
391,1685,4.5,1760867682
692,479,5.0,1758071878
635,1811,4.5,1787943083
625,454,3.5,1778552808
476,1863,4.5,1779017051
419,239,4.0,1758753777
39,624,5.0,1761128547
100,481,4.0,1770272981
465,760,5.0,1776940062
761,1489,4.0,1786941747
425,1342,3.5,1785206288
502,1261,5.0,1788741583
287,68,4.5,1764522551
455,911,4.0,1785936336
372,204,4.5,1775501433
661,735,3.0,1770591540
283,389,3.5,1785687462
466,188,4.0,1778764219
655,1223,3.0,1758929324
342,499,4.0,1783638794
579,421,3.5,1785076257
784,1136,4.0,1776907942
222,1666,4.0,1768256820
793,303,3.0,1766535990
149,267,4.5,1784025868
179,226,3.0,1761654773
16,734,4.0,1776990816
332,33,4.0,1766136447
54,260,5.0,1774884692
117,1528,3.5,1773212353
460,1594,4.5,1774453599
608,224,5.0,1774138212
227,1937,3.0,1781634416
675,1068,4.5,1772601547
659,1975,3.0,1759273152
491,1736,5.0,1771535560
703,222,5.0,1781136412
455,151,3.5,1768040470
623,304,3.5,1761466478
282,1279,4.5,1770013221
612,1087,4.5,1772456354
518,1240,5.0,1760560067
719,235,4.0,1771662943
463,1819,4.0,1771117470
348,1695,5.0,1770611355
426,1495,3.5,1767719573
438,641,4.5,1769791649
157,1407,5.0,1759484811
94,1704,3.5,1760360474
443,198,4.5,1784470648
134,1140,3.0,1776910693
576,1151,4.5,1779714105
126,842,4.5,1786545590
682,1928,5.0,1786360529
739,106,4.5,1777378610
320,721,3.5,1776623918
520,436,4.0,1779268604
494,460,3.5,1768980067
570,753,3.5,1782820989
286,1176,4.0,1784318045
440,1731,3.0,1777666669
674,1699,4.5,1758203698
185,560,4.5,1788153859
348,719,3.0,1763319151
147,1160,5.0,1759567090
146,1518,3.0,1760311067
765,1087,4.0,1769855180
430,930,4.5,1762513969
379,639,4.5,1783298468
582,1222,3.5,1786872236
54,319,4.0,1782546858
633,102,3.5,1766362447
454,1356,5.0,1773528293
622,906,5.0,1766398149
221,1547,3.5,1768814270
441,228,4.5,1779989407
695,1215,5.0,1774913165
684,632,3.0,1764631561
405,1228,3.0,1757490126
210,618,4.0,1782980168
141,1566,4.5,1766944425
336,246,3.0,1773921673
765,882,4.0,1761566943
390,1091,4.0,1774018209
573,1707,4.5,1759650643
407,1765,3.0,1771869291
20,942,3.5,1786159802
321,1180,5.0,1776472291
415,1454,5.0,1766946709
118,830,3.0,1768129602
176,1642,5.0,1785150347
707,1884,4.5,1760189339
448,1730,3.5,1765396537
447,1207,5.0,1774813456
81,811,4.5,1782257248
348,454,4.5,1783375048
173,157,3.5,1775036334
523,398,4.5,1769013143
745,1963,4.0,1765160058
106,300,4.5,1763851534
178,1234,4.0,1782740783
778,1343,3.5,1763176228
792,1287,5.0,1772799872
773,1155,5.0,1780087237
579,1317,4.5,1786231503
643,648,4.0,1771988182
70,961,5.0,1778417960
311,1631,4.5,1777076945
58,721,3.5,1767647750
473,926,3.0,1759141104
378,1704,4.5,1759806856
661,1770,3.5,1777868448
609,1039,5.0,1772758217
595,1136,3.0,1772322749
586,1335,4.0,1768020838
620,975,4.0,1759308327
462,212,4.5,1781200643
87,1034,4.0,1758545582
254,1450,5.0,1771976739
537,1071,4.0,1769442580
382,1880,4.5,1770231733
419,1587,4.5,1780012218
613,108,4.5,1759443825
338,194,5.0,1766766581
259,1483,4.0,1768417964
84,1194,4.0,1787993097
359,636,5.0,1761559090
610,1452,3.5,1767620035
573,772,4.5,1784518144
131,1373,3.5,1778909186
687,868,4.5,1757843906
372,633,4.0,1764419304
350,1941,5.0,1763674817
232,282,4.0,1759821421
303,1730,3.5,1774267430
790,1106,3.0,1779442850
345,1795,4.0,1777272456
386,316,4.0,1763300374
710,1580,4.0,1781431076
449,90,5.0,1769456050
693,1474,4.0,1772137026
626,584,5.0,1765084026
547,490,4.5,1784365105
481,1852,4.0,1769574885
695,1940,5.0,1772723600
788,578,5.0,1774106939
541,858,4.0,1784642512
205,1641,4.0,1786525274
257,107,5.0,1786562688
381,1136,3.5,1781102846
529,1744,3.5,1766797318
86,1563,4.0,1766385548
461,1855,4.0,1785117491
448,188,4.0,1784636204
462,1812,4.5,1788453648
28,850,3.0,1770534978
515,766,4.0,1770189775
84,768,4.0,1758178008
327,1907,3.5,1785390274
732,1332,4.5,1783786518
150,282,3.0,1766858266
484,1426,4.0,1782694674
723,961,5.0,1777879852
6,1856,3.5,1757869855
263,442,4.0,1775647005
745,1247,5.0,1760963002
795,591,4.0,1767337148
125,98,4.0,1771319198
655,1626,5.0,1759339649
114,1714,5.0,1777255430
549,34,4.0,1781342537
148,597,5.0,1757284681
630,723,4.0,1776380487
427,384,3.5,1774797417
370,139,3.0,1770333644
482,90,5.0,1769758140
260,1531,3.0,1769214273
70,707,4.0,1781825610
673,1287,3.5,1783119481
596,1506,4.5,1761708674
46,722,4.5,1784529018
659,359,5.0,1780565582
491,1294,4.0,1784461534
139,130,5.0,1758473161
301,413,3.0,1783777411
205,1815,3.0,1767821829
318,1056,5.0,1784592678
557,970,4.5,1758460980
772,1325,4.0,1766832479
366,1766,3.0,1786283560
672,680,4.5,1761408879
377,895,5.0,1782173458
451,1833,5.0,1768608372
192,1017,5.0,1769558308
532,547,3.5,1781628991
435,162,5.0,1777447169
185,1118,4.5,1768010258
106,164,4.5,1779408960
303,628,5.0,1777452817
735,873,4.0,1780376857
455,720,5.0,1758653394
745,1782,4.5,1777863183
446,563,3.0,1759750154
688,1306,5.0,1769422889
526,1641,4.0,1758277096
147,1739,5.0,1758399850
130,138,4.0,1783354832
661,751,4.5,1770078652
581,67,4.0,1780017732
461,1944,4.5,1769714888
455,1563,3.5,1776489810
141,1085,4.5,1770587997
322,1331,4.5,1765607768
117,54,4.0,1773977327
531,793,3.5,1766015958
794,534,5.0,1764431979
627,585,5.0,1763949061
126,278,3.5,1772400226
177,1841,5.0,1760177959
699,1982,4.5,1779641175
356,1454,3.5,1775687032
556,595,4.5,1785799161
162,1458,4.0,1783864222
371,1042,4.0,1761304439
206,1623,4.0,1765175739
506,54,4.5,1775822065
587,756,5.0,1784198603
565,266,3.5,1759438331
317,816,5.0,1774871610
421,1576,5.0,1784858876
589,152,4.0,1767869874
658,152,5.0,1772862959
697,1060,4.5,1761538385
799,1130,4.0,1782994667
133,887,3.0,1785129037
128,1062,4.0,1767436917
169,332,4.5,1788596788
727,462,4.5,1774643511
291,1733,3.5,1765641109
202,1301,4.5,1761432209
641,621,3.5,1774095747
657,346,4.0,1762976730
675,1279,4.5,1785502806
578,85,3.0,1759957577
47,1943,4.5,1779080487
216,1571,5.0,1777972468
655,63,5.0,1787061976
643,1118,4.5,1778771025
310,990,4.0,1784233044
702,832,4.5,1772450606
75,1411,3.0,1762536490
451,852,5.0,1772816283
209,697,4.0,1767720719
736,654,4.5,1770610900
134,1558,4.5,1774512056
576,218,4.5,1765343567
478,251,4.5,1772318129
254,289,3.5,1758930222
298,1937,5.0,1786228718
631,857,4.0,1786267092
164,1667,4.5,1788563693
592,1477,4.5,1763601966
782,327,5.0,1774503490
479,1022,4.5,1773921168
24,185,5.0,1774192092
469,1980,4.0,1764451239
598,723,3.0,1758928045
289,1014,5.0,1766820315
550,17,3.5,1771691727
138,1808,4.5,1781643310
375,1565,5.0,1769511011
47,821,3.0,1776367667
576,399,4.5,1775795272
296,151,5.0,1774152198
462,1566,4.5,1784925043
639,1394,3.5,1761549417
100,807,4.5,1783904515
348,1143,4.5,1782564618
148,408,5.0,1774012021
42,93,3.0,1761830368
731,683,5.0,1774658105
468,306,4.0,1768236898
628,653,4.0,1770417558
632,1515,4.5,1777154284
345,1039,5.0,1781013552
577,614,5.0,1784604179
18,755,4.5,1779841381
113,854,4.5,1783966846
743,1787,3.0,1777261154
486,544,4.0,1781438362
53,1196,5.0,1762953626
537,1289,5.0,1762190720
698,497,3.0,1776444461
718,226,4.0,1757867623
452,643,5.0,1762313380
423,1415,4.0,1771002171
514,1588,5.0,1786519093
754,1490,3.0,1780914078
142,1063,4.0,1776052428
333,1357,5.0,1774864278
386,643,4.0,1772655939
546,702,4.5,1779910577
791,1777,4.5,1777702964
496,394,4.0,1766594092
572,612,4.0,1767218478
790,592,4.0,1780392799
722,1002,4.5,1773331722
358,1148,4.5,1766888800
125,1175,5.0,1787288924
405,1677,4.5,1783171925
150,595,3.0,1766883463
732,162,4.5,1788236809
453,1344,4.5,1782308709
491,439,4.0,1785013640
552,556,4.5,1761838307
112,1261,4.0,1765367732
52,1372,4.0,1778638058
239,108,3.5,1771100283
339,1470,5.0,1760605918
698,1579,4.0,1757406051
564,1903,4.0,1770885739
669,1915,5.0,1773252704
667,409,4.5,1768008790
293,1323,3.0,1787697499
788,184,4.0,1775188921
757,1481,3.0,1787875095
180,856,4.0,1788569433
38,1713,5.0,1783671762
508,382,4.5,1786650810
39,19,4.5,1776289828
618,220,4.5,1766780495
466,1314,5.0,1787070803
138,1743,5.0,1766387084
198,1657,3.5,1768328108
167,1498,5.0,1778985037
264,1472,4.0,1757704778
755,691,4.5,1776283767
691,1551,4.0,1763120823
626,1754,5.0,1784981364
438,1056,4.5,1760142627
411,1371,3.5,1763432419
144,978,4.5,1788633280
255,14,4.5,1770102811
242,915,4.5,1768292580
310,1193,3.0,1766008458
670,737,4.0,1759316737
684,243,5.0,1767526903
164,831,4.5,1780394492
121,1309,4.5,1769564917
630,453,4.0,1761714015
490,314,5.0,1782322008
621,766,5.0,1780785413
563,1870,5.0,1782644657
551,1643,4.0,1782795957
254,1394,3.5,1774865268
458,1082,4.5,1759852883
578,230,3.0,1785041233
561,1850,4.0,1776448870
550,307,4.0,1768241991
533,905,3.5,1780059111
211,1469,5.0,1760283686
523,913,3.0,1772446854
136,1052,5.0,1772559804
578,119,5.0,1779806529
316,1482,3.0,1770518025
261,1673,3.0,1782257236
224,1185,3.5,1758751864
434,706,3.5,1775390624
62,1915,3.5,1788564499
484,65,4.5,1770951488
185,1575,4.0,1782929103
657,1494,5.0,1769797014
392,919,5.0,1769836763
83,1399,4.0,1779161156
357,243,4.0,1775259594
403,1084,4.0,1781655057
229,1710,3.0,1782605361
24,612,5.0,1779831096
737,1116,5.0,1775080921
389,1687,4.0,1765537316
472,709,4.0,1766481461
194,1920,3.5,1758313224
677,859,3.0,1765307611
212,138,3.5,1777161649
35,915,3.0,1765444106
759,91,5.0,1771961338
240,1106,4.0,1782545174
795,116,4.0,1774140129
297,480,4.5,1776609030
613,1583,4.5,1765181371
310,1795,4.0,1779385243
534,453,5.0,1767315329
282,125,4.0,1778237035
696,875,5.0,1758805360
353,1929,5.0,1783599417
538,653,5.0,1770931095
153,615,5.0,1763402145
773,1102,5.0,1765317741
231,616,4.0,1784269552
475,1874,3.0,1776102732
423,1983,5.0,1775931631
543,275,5.0,1765381170
262,417,4.5,1778932038
81,1889,5.0,1785657270
380,190,4.0,1758961473
275,773,3.0,1786546029
75,386,4.0,1773317991
214,1781,4.5,1767405492
16,434,4.0,1782111970
121,1530,5.0,1787915749
249,1425,4.0,1770540954
246,1131,4.5,1783254118
290,780,5.0,1775138517
665,736,4.5,1766008742
369,1051,5.0,1772868692
101,1645,5.0,1782788218
328,1873,4.0,1769670984
321,848,3.0,1776107388
227,1519,4.0,1757776440
268,1134,5.0,1767137200
157,402,4.5,1764950335
389,1167,4.0,1773985968
564,1341,4.5,1765866644
782,1683,5.0,1781510766
658,1515,5.0,1772695046
173,1501,4.5,1762911805
144,1476,5.0,1763407809
556,1315,3.0,1774812848
35,1719,3.5,1784679579
685,100,3.0,1771069777
141,1726,4.0,1759512816
725,310,3.0,1764571205
518,934,4.5,1759260560
633,1307,5.0,1779354102
500,33,3.0,1775090278
565,843,3.0,1757793427
543,1480,4.5,1775208578
294,36,5.0,1784282690
184,220,3.5,1774827645
153,494,4.0,1778028585
540,517,4.5,1766202120
407,162,4.5,1770856210
471,1158,4.0,1780627559
232,615,3.5,1779167921
666,1556,3.0,1760369547
416,777,5.0,1775777773
488,115,3.0,1780815760
176,170,5.0,1785596752
445,1321,4.5,1776219188
98,1833,3.0,1764941875
217,1846,5.0,1766328631
48,1893,3.5,1780197808
288,1842,3.0,1763250329
323,33,4.0,1776929854
148,1541,5.0,1788400062
79,613,4.0,1776155488
247,1161,5.0,1779949714
554,680,5.0,1782586230
758,287,3.5,1774036010
764,1996,4.5,1759033944
101,896,4.0,1785373442
78,698,5.0,1783188386
335,61,4.5,1783523703
462,1005,4.0,1769171233
567,1928,5.0,1771722603
191,1393,5.0,1760107608
791,1267,4.5,1784010479
253,1461,3.5,1759984929
275,316,5.0,1781112113
650,316,5.0,1767858149
370,219,3.5,1757406513
316,911,4.5,1782778740
277,210,4.0,1760161400
192,883,5.0,1775921507
569,1050,5.0,1760698126
27,184,4.5,1775828721
96,1223,4.5,1786213763
395,26,4.5,1771117352
398,1596,3.5,1781553914
573,1854,4.0,1776423998
534,348,5.0,1762919725
143,551,4.5,1766238428
505,299,3.5,1762842740
446,566,5.0,1767290207
496,1603,3.5,1769349532
258,1934,4.0,1781421562
641,1016,4.0,1772595478
110,278,4.5,1757459266
406,681,5.0,1784212519
338,902,4.5,1771681273
667,1996,4.0,1767313126
329,1236,4.0,1773305090
322,364,5.0,1767940674
299,1506,5.0,1776555493
249,668,5.0,1766637503
403,748,3.5,1788507174
578,410,4.0,1780106671
787,1127,3.0,1781633422
473,1932,4.0,1771944297
299,1703,3.5,1784712115
419,1379,5.0,1761902267
649,621,4.0,1765710781
675,316,5.0,1783709213
387,152,5.0,1777295521
491,1193,5.0,1775162585
519,1892,5.0,1775473897
38,1620,4.5,1780775130
550,1217,3.5,1760902019
788,509,4.5,1762813584
663,1255,3.0,1776130727
661,1388,5.0,1782488034
340,1978,5.0,1760787100
11,202,4.5,1764681311
523,1530,4.0,1772190037
384,802,5.0,1783147695
696,1206,4.0,1768807375
26,989,3.5,1767145251
426,1886,3.5,1761126831
748,291,4.5,1767697494
352,933,4.0,1774717903
495,714,5.0,1760507876
449,1479,5.0,1767933017
69,615,3.0,1784417519
728,236,3.0,1785725943
352,1328,3.5,1779953216
169,1905,4.0,1774546073
179,1131,4.0,1768338360
574,874,5.0,1765011972
415,1290,4.0,1763486298
656,1347,5.0,1770505733
30,1511,4.0,1772317425
607,880,5.0,1757381509
722,440,4.0,1766571893
771,1442,3.5,1776604772
105,1638,4.0,1769506168
334,404,5.0,1761055885
269,1374,5.0,1774939368
655,642,5.0,1777744297
402,1203,3.5,1768906604
361,1732,5.0,1777947445
177,1667,4.5,1788058063
630,1209,3.5,1779784463
138,642,3.5,1765237363
313,240,4.0,1769758264
711,290,5.0,1771265966
611,283,5.0,1771427017
191,997,4.0,1775851967
171,1003,4.5,1761939761
192,645,5.0,1778016141
55,1773,4.5,1757553757
497,280,4.0,1784586298
394,1974,5.0,1770960461
702,1008,5.0,1781060614
455,1001,4.0,1760006156
579,64,4.0,1767033102
34,563,4.0,1775271342
296,345,5.0,1776212270
761,1583,5.0,1775677940
524,232,3.5,1766221051
794,1113,4.5,1775420148
775,86,5.0,1775564764
224,871,3.5,1781927873
670,1539,4.0,1767221645
34,922,4.5,1768928493
90,900,3.5,1783258070
243,430,4.5,1786124190
728,1250,5.0,1762801609
631,286,4.0,1784529723
212,1650,3.0,1776360711
360,1091,4.5,1777259411
552,345,4.5,1780856315
300,593,4.5,1786022458
527,1844,3.5,1761781799
769,1610,5.0,1788060953
61,568,4.0,1780768159
136,512,4.0,1781102641
330,1697,4.0,1782783004
693,805,5.0,1762002679
592,1296,4.5,1778298093
425,769,5.0,1759766096
649,1628,3.5,1770749619
528,1536,4.5,1780542576
378,932,5.0,1768214196
596,6,3.5,1781758196
470,1301,4.5,1785757023
65,1630,5.0,1764541350
440,1690,4.0,1773832070
275,662,4.5,1768565373
561,1184,4.0,1776228767
497,1615,4.5,1787235042
699,1562,3.0,1758773779
102,1283,5.0,1757778502
128,1904,4.0,1772039290
468,2,5.0,1764020863
706,1863,4.0,1786832158
666,619,4.0,1786572970
281,192,4.5,1765633861
85,762,4.0,1758969883
406,1282,4.5,1781592318
717,1547,4.0,1771634791
672,187,3.5,1757268641
219,977,3.5,1761684857
608,464,5.0,1757543809
9,1425,4.5,1784649820
124,1762,5.0,1780520007
136,979,3.5,1764914373
393,183,3.5,1760695059
321,753,4.5,1761833486
392,1585,4.0,1778759914
694,293,3.5,1775033094
577,18,4.0,1771999477
360,1480,4.0,1778307059
767,311,5.0,1777904271
704,907,4.0,1760140958
103,287,3.5,1777015008
748,787,4.5,1771640086
323,1621,4.0,1765546522
284,1321,3.5,1765559294
567,1231,4.5,1783370075
708,55,4.5,1764125805
531,1243,4.0,1782325659
402,606,3.0,1783532208
246,1014,5.0,1761015240
247,1024,3.5,1774958544
13,740,4.5,1761660801
397,1763,5.0,1769493398
560,1399,4.0,1782825026
483,1955,3.5,1757792194
602,139,3.0,1766029669
221,82,3.0,1783716368
408,1038,4.5,1778323523
730,1027,5.0,1771445017
719,824,3.5,1778725055
550,1102,4.0,1766542463
86,635,3.5,1774388729
209,1996,4.0,1775230458
335,801,3.5,1767639752
716,896,4.0,1759175192
251,177,5.0,1761124054
465,1254,3.0,1767610243
683,1519,4.0,1761240033
13,1450,4.0,1780770612
12,336,5.0,1768865684
536,1060,4.5,1762834538
381,260,4.5,1781825436
121,1580,3.0,1768473295
440,558,3.5,1766055317
730,1997,3.5,1773880140
467,1047,4.5,1759092418
512,1760,4.0,1769569745
162,523,3.5,1787238859
588,1381,3.5,1764896171
759,1043,3.0,1758709857
13,501,3.0,1773061983
373,785,4.0,1763237123
37,1133,5.0,1764765674
330,509,5.0,1787963177
738,656,4.5,1784948051
80,1171,4.5,1761238621
515,1379,3.0,1763249988
229,1648,3.0,1770684996
71,1797,5.0,1786291410
290,1585,4.5,1768214587
89,1133,5.0,1757499592
378,411,4.5,1776150405
312,1515,4.0,1772798987
378,1212,5.0,1783156790
795,401,4.0,1762284360
7,1910,5.0,1758034486
239,1110,4.5,1778570858
711,1797,3.0,1768473508
2,1555,5.0,1785720104
756,1490,4.5,1760720141
211,1086,4.0,1771318873
504,1969,3.0,1762009452
